Index,passenger_name,Born,Died,Age,age_at_death,gender,marital_status,category,ticket_class,job_group,ticket,cabin,embarked,disembarked
335,Thorn Thomas M.,1884,,28,,Male,,Crew,,Carpathia Crew,,,,
336,Thorpe Thomas James,1874,1943,37,68,Male,Single,Crew,,Carpathia Crew,,,,
337,Turner Harry,1887,,25,,Male,,Crew,,Carpathia Crew,,,,
338,Utano Antonio,1886,,26,,Male,,Crew,,Carpathia Crew,,,,
339,Van de Castel Enrico,1876,,36,,Male,,Crew,,Carpathia Crew,,,,
340,Vaughan Robert Harvey,1894,1978,17,83,Male,,Crew,,Carpathia Crew,,,,
341,Ventimiglia Vincenzo,1866,,46,,Male,,Crew,,Carpathia Crew,,,,
342,Virant Adalbert,1889,,23,,Male,,Crew,,Carpathia Crew,,,,
343,Vosilla Antonio,1877,,35,,Male,,Crew,,Carpathia Crew,,,,
344,Vossilla Domenico,1885,,27,,Male,,Crew,,Carpathia Crew,,,,
345,Vretenar Giuseppe,1894,,18,,Male,,Crew,,Carpathia Crew,,,,
346,Watt John McGregor,1889,1975,21,84,Male,Single,Crew,,Carpathia Crew,,,,
347,Webber Samuel,1890,,22,,Male,,Crew,,Carpathia Crew,,,,
348,Whitehead Samuel,1885,1944,26,58,Male,,Crew,,Carpathia Crew,,,,
349,Whittaker James,1881,,31,,Male,,Crew,,Carpathia Crew,,,,
350,Wilkinson Bernard Joseph,1883,1949,29,66,Male,Married,Crew,,Carpathia Crew,,,,
351,Williams Samuel Horatio,1884,1964,26,78,Male,Single,Crew,,Carpathia Crew,,,,
352,Williams W. J.,1884,,28,,Male,,Crew,,Carpathia Crew,,,,
353,Willner Simon,1887,,25,,Male,,Crew,,Carpathia Crew,,,,
354,Wilson Charles,1874,,38,,Male,,Crew,,Carpathia Crew,,,,
355,Wood Alfred,1890,1971,21,80,Male,Single,Crew,,Carpathia Crew,,,,
356,Woodward J.,1883,,29,,Male,,Crew,,Carpathia Crew,,,,
357,Woosnam Joseph,1889,1969,22,79,Male,Single,Crew,,Carpathia Crew,,,,
358,Zgaliardic Antonio,1885,,27,,Male,,Crew,,Carpathia Crew,,,,
359,Zuliani Giovanni,1888,,24,,Male,,Crew,,Carpathia Crew,,,,
360,Zupi?i? Giuseppe,1892,1987,19,94,Male,Single,Crew,,Carpathia Crew,,,,
361,Zustovic Marco,1884,,28,,Male,,Crew,,Carpathia Crew,,,,
362,Anderson Roger Brooke Taney,1878,1963,34,85,Male,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
363,Anyos Berta Charlotte,1882,,30,,Female,,Passenger,1st Cabin,Carpathia Passengers,,,,
364,Badenoch John Alexander,1864,1933,48,69,Male,,Passenger,1st Cabin,Carpathia Passengers,,,,
365,Bernard C A M,,,,,Unknown,,Passenger,1st Cabin,Carpathia Passengers,,,,
366,Biaggi,,,,,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
367,Biaggi V.,,,,,Unknown,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
368,Birkhead May Rule,1882,1941,30,59,Female,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
369,Blackmarr Frank Hamlin,1888,1958,24,70,Male,,Passenger,1st Cabin,Carpathia Passengers,,,,
370,Bonfiglio John,1899,1981,12,82,Male,,Passenger,2nd Cabin,Carpathia Passengers,,,,
371,Bonfiglio Rosina,1879,1943,33,64,Unknown,Married,Passenger,2nd Cabin,Carpathia Passengers,,,,
372,Bonfiglio Yolanda,1909,1957,2,47,Female,,Passenger,2nd Cabin,Carpathia Passengers,,,,
373,Bradford Wallace,1853,1945,59,92,Male,,Passenger,1st Cabin,Carpathia Passengers,,,,
374,Bunn Marie,,,,,Female,,Passenger,1st Cabin,Carpathia Passengers,,,,
375,Burke Henry Patrick,1869,1940,42,71,Unknown,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
376,Carr Louise Dallas,1852,1930,60,78,Female,Widowed,Passenger,1st Cabin,Carpathia Passengers,,,,
377,Chapin Hope Caroline,1885,1938,27,53,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
378,Chapin Howard Millar,1887,1940,24,53,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
379,Coit Stanton,1857,1944,54,86,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
380,Crain Annie Durand,1877,1918,35,40,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
381,Crain Charles Frederick,1872,1956,39,83,Male,,Passenger,1st Cabin,Carpathia Passengers,,,,
382,Crain Elizabeth,1900,1970,11,70,Female,,Passenger,1st Cabin,Carpathia Passengers,,,,
383,Crocker Alfred Armstrong,1873,1965,38,91,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
384,Crocker Lucy Elizabeth Mosher,1844,1927,67,82,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
385,Crocker Lyda Constance,1875,1947,36,72,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
386,Danforth Eleanor Barnard,1889,1974,22,84,Female,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
387,Douglass Florence May,1885,1977,27,92,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
388,Douglass George Angus,1876,1958,36,82,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
389,Dressel Hans Carl Richard,1875,1943,37,68,Male,Single,Passenger,2nd Cabin,Carpathia Passengers,,,,
390,Francis Cecil Roy,1896,1946,15,49,Male,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
391,Gilbert Grace,1862,1940,50,78,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
392,Gilbert John Humphrey Grenville,1851,1932,60,80,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
393,Glidden Minnie Maud,1865,1938,46,73,Female,,Passenger,1st Cabin,Carpathia Passengers,,,,
394,Goldrick Andrew John,1876,1957,35,81,Unknown,,Passenger,2nd Cabin,Carpathia Passengers,,,,
395,Hiss Eleanor,1872,1948,40,76,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
396,Hiss William Jacob,1870,1941,41,70,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
397,Horwitz Sadie Winkler,1884,1941,27,57,Female,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
398,Hoyt Emma C.,1856,1941,55,84,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
399,Hoyt Lucius Benjamin,1848,1916,63,67,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
400,Huber Maud,1870,1951,41,80,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
401,Hutchison Charles Milton,1881,1969,30,88,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
402,Hutchison Emma Lillian,1882,1956,29,73,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
403,Joyce John Robinson,1855,1916,56,60,Male,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
404,Kiene Emil Herbert,1874,1935,38,61,Male,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
405,Kuhl John,1868,1953,43,84,Male,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
406,Mauro Margaret Frances,1882,1948,29,65,Female,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
407,Mauro Philip,1859,1952,53,93,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
408,McCarthy Daniel William,1868,1946,44,77,Male,,Passenger,1st Cabin,Carpathia Passengers,,,,
409,Merrick Clara,1855,1928,57,73,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
410,Merrick Frederick Ickes,1876,1960,35,83,Male,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
411,Palmer Bernice,1893,1989,19,96,Female,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
412,Palmer Florence Cleugh,1866,1943,45,76,Unknown,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
413,Parsons Grace,1863,1924,49,60,Female,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
414,Phelps Carlton Thomas,1867,1940,44,72,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
415,Phelps Virginia,1866,1947,45,80,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
416,Pritchard Sarah Philena,1864,1936,47,71,Unknown,,Passenger,1st Cabin,Carpathia Passengers,,,,
417,Pritchard William H.,1859,1946,52,86,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
418,Reynolds Charles Whitford,1848,1922,64,74,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
419,Reynolds Lucy,1856,1935,55,78,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
420,Rule Susan Eva,1859,1948,52,89,Female,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
421,Schiffmann Leib Wolf,1871,,40,,Male,,Passenger,1st Cabin,Carpathia Passengers,,,,
422,Steele Kate,1861,1944,50,82,Female,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
423,Stevens Eleanor Barnard,1849,1935,62,85,Female,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
424,Stoudenmire Lawrence Cowles,1890,1975,21,84,Male,Single,Passenger,2nd Cabin,Carpathia Passengers,,,,
425,SÈnÈcal Simon,1861,1922,51,61,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
426,van Riper Christine Nilsson,1873,1961,39,87,Female,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
427,Van Riper John Spanton,1873,1951,39,78,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
428,Vanderventer Percy Onward,1873,1935,39,62,Male,Married,Passenger,1st Cabin,Carpathia Passengers,,,,
429,Vandeventer Margaret,1839,1930,72,90,Female,Widowed,Passenger,1st Cabin,Carpathia Passengers,,,,
430,Weidman Reuben L.,1848,1923,63,75,Male,Widowed,Passenger,1st Cabin,Carpathia Passengers,,,,
431,Winkler Helen,1872,1947,39,75,Female,Single,Passenger,1st Cabin,Carpathia Passengers,,,,
432,Zammuto Franceso,1887,1953,25,66,Male,Engaged,Passenger,3rd Cabin,Carpathia Passengers,,,,
433,Zammuto Raimondo,1892,1960,19,67,Male,Engaged,Passenger,3rd Cabin,Carpathia Passengers,,,,
434,Brand,,,,,Male,,Passenger,1st Class,Cross Channel Passenger,8,,Southampton,Cherbourg
435,Browne Francis M.,1880,1960,32,80,Male,Single,Passenger,1st Class,Cross Channel Passenger,,A-37,Southampton,Queenstown
436,Collis,,,,,Male,,Passenger,1st Class,Cross Channel Passenger,7,,Southampton,Cherbourg
437,Davies H. V.,,,,,Male,,Passenger,2nd Class,Cross Channel Passenger,406,,Southampton,Cherbourg
438,Davies K.,,,,,Female,,Passenger,2nd Class,Cross Channel Passenger,406,,Southampton,Cherbourg
439,de Grasse J.,,,,,Male,,Passenger,2nd Class,Cross Channel Passenger,761,,Southampton,Cherbourg
440,Dyer Edwardes Clementina Georgina Lucy Drummond,1859,1947,53,88,Female,Married,Passenger,1st Class,Cross Channel Passenger,87,,Southampton,Cherbourg
441,Dyer Edwardes Thomas,1847,1926,65,78,Male,Married,Passenger,1st Class,Cross Channel Passenger,87,,Southampton,Cherbourg
442,Evans,,,,,Female,,Passenger,2nd Class,Cross Channel Passenger,88,,Southampton,Cherbourg
443,Fletcher N.,,,,,Female,,Passenger,1st Class,Cross Channel Passenger,405,,Southampton,Cherbourg
444,Forman,,,,,Female,,Passenger,1st Class,Cross Channel Passenger,85,,Southampton,Cherbourg
445,Forman J.,,,,,Male,,Passenger,1st Class,Cross Channel Passenger,85,,Southampton,Cherbourg
446,Kneese,,,,,Female,,Passenger,2nd Class,Cross Channel Passenger,47,,Southampton,Cherbourg
447,Lenox-Conyngham Barbara Josephine,1868,1937,44,69,Female,Married,Passenger,1st Class,Cross Channel Passenger,84,,Southampton,Cherbourg
448,Lenox-Conyngham Dennis Hugh,1902,1928,10,26,Male,,Passenger,1st Class,Cross Channel Passenger,84,,Southampton,Cherbourg
449,Lenox-Conyngham Eileen,1900,1993,11,93,Female,,Passenger,1st Class,Cross Channel Passenger,84,,Southampton,Cherbourg
450,Lenox-Conyngham Harriet Alice Katherine,1878,1956,34,78,Female,Single,Passenger,1st Class,Cross Channel Passenger,75,,Southampton,Cherbourg
451,May Richard William,1858,1938,54,80,Male,Single,Passenger,1st Class,Cross Channel Passenger,84,,Southampton,Queenstown
452,May Stanley James,1866,1946,45,79,Male,Married,Passenger,1st Class,Cross Channel Passenger,84,,Southampton,Queenstown
453,Mullen,,,,,Unknown,,Passenger,2nd Class,Cross Channel Passenger,404,,Southampton,Cherbourg
454,Nichols Emily,1863,,48,,Female,Widowed,Passenger,1st Class,Cross Channel Passenger,103,,Southampton,Queenstown
455,Noel Gerard Thomas,1856,1941,55,85,Male,,Passenger,1st Class,Cross Channel Passenger,48,,Southampton,Cherbourg
456,Noel William Henry Middleton,1898,1954,13,55,Male,,Passenger,1st Class,Cross Channel Passenger,48,,Southampton,Cherbourg
457,Odell Jack,1900,1995,11,95,Male,,Passenger,1st Class,Cross Channel Passenger,84,,Southampton,Queenstown
458,Odell Kate Louisa,1870,1952,42,82,Female,Single,Passenger,1st Class,Cross Channel Passenger,84,,Southampton,Queenstown
459,Odell Lily,1871,1966,40,95,Female,Married,Passenger,1st Class,Cross Channel Passenger,84,,Southampton,Queenstown
460,Osborne D.,,,,,Female,,Passenger,2nd Class,Cross Channel Passenger,516,,Southampton,Cherbourg
461,Remesch,,,,,Female,,Passenger,2nd Class,Cross Channel Passenger,47,,Southampton,Cherbourg
462,Stevens George,,,,,Male,,Passenger,1st Class,Cross Channel Passenger,50,,Southampton,Cherbourg
463,Tovey,,,,,Female,,Passenger,2nd Class,Cross Channel Passenger,516,,Southampton,Cherbourg
464,Wotton Henry Swaffin,1858,1925,54,67,Male,Married,Passenger,1st Class,Cross Channel Passenger,86,,Southampton,Cherbourg
465,Brewer B.,1888,,24,,Male,,Crew,Engine,Deserted,,,Southampton,Southampton
466,Coffey John,1889,1957,23,68,Male,Married,Crew,Engine,Deserted,,,Southampton,Queenstown
467,Holden Frank,1883,,29,,Male,,Crew,Engine,Deserted,,,Southampton,Southampton
468,Penney Alfred,1884,,28,,Male,,Crew,Engine,Deserted,,,Southampton,Southampton
469,Shaw James,1872,,40,,Male,,Crew,Engine,Deserted,,,Southampton,Southampton
470,Slade Alfred Edward,1887,1965,25,78,Male,,Crew,Engine,Deserted,,,Southampton,Southampton
471,Slade Bertram,1884,1943,28,59,Male,,Crew,Engine,Deserted,,,Southampton,Southampton
472,Slade Thomas,1883,1933,28,49,Male,,Crew,Engine,Deserted,,,Southampton,Southampton
473,Dawes W. W.,1874,,38,,Male,,Crew,Victualling,Discharged Crew,,,Southampton,Southampton
474,Ettlinger Peter,1881,1962,31,81,Male,,Crew,Victualling,Discharged Crew,,,Southampton,Southampton
475,Blake C.,1876,,36,,Male,,Crew,Engine,Failed to Join Ship,,,Southampton,Southampton
476,Bowman F. T.,1874,,38,,Male,,Crew,Victualling,Failed to Join Ship,,,Southampton,Southampton
477,Carter F.,1885,,27,,Male,,Crew,Engine,Failed to Join Ship,,,Southampton,Southampton
478,Dawkins P.,1888,,24,,Male,,Crew,Victualling,Failed to Join Ship,,,Southampton,Southampton
479,Di Napoli E.,1888,,24,,Male,,Crew,A la Carte,Failed to Join Ship,,,Southampton,Southampton
480,Fish B.,1874,,38,,Male,,Crew,Victualling,Failed to Join Ship,,,Southampton,Southampton
481,Fisher R.,1888,,24,,Male,,Crew,Victualling,Failed to Join Ship,,,Southampton,Southampton
482,Manly A.,1889,,23,,Male,,Crew,Victualling,Failed to Join Ship,,,Southampton,Southampton
483,Mewe W. J.,1877,,35,,Male,,Crew,Victualling,Failed to Join Ship,,,Southampton,Southampton
484,Andrews Thomas,1873,1912,39,39,Male,Married,Passenger,1st Class,H&W Guarantee Group,112050,A36,Belfast,
485,Campbell William,1891,1912,20,20,Male,Single,Passenger,2nd Class,H&W Guarantee Group,239853,,Belfast,
486,Chisholm Roderick,1868,1912,43,43,Male,Married,Passenger,1st Class,H&W Guarantee Group,112051,,Belfast,
487,Cunningham Alfred Fleming,1890,1912,21,21,Male,Single,Passenger,2nd Class,H&W Guarantee Group,239853,,Belfast,
488,Frost Anthony Wood,1874,1912,38,38,Male,Married,Passenger,2nd Class,H&W Guarantee Group,239854,,Belfast,
489,Knight Robert,1869,1912,42,42,Male,Married,Passenger,2nd Class,H&W Guarantee Group,239855,,Belfast,
490,Parkes Francis,1890,1912,21,21,Male,Single,Passenger,2nd Class,H&W Guarantee Group,239853,,Belfast,
491,Parr William Henry Marsh,1882,1912,29,29,Male,Married,Passenger,1st Class,H&W Guarantee Group,112052,,Belfast,
492,Thompson Joseph,1878,1917,34,39,Male,Married,Passenger,1st Class,H&W Guarantee Group,,,Belfast,Southampton
493,Watson Ennis Hastings,1893,1912,18,18,Male,Single,Passenger,2nd Class,H&W Guarantee Group,239856,,Belfast,
494,Kilford P.,1883,,29,,Male,,Crew,Victualling,Left Ship Sick,,,Southampton,Southampton
495,Burrows W.,1883,,29,,Male,,Crew,Engine,Left with Consent,,,Southampton,Southampton
496,Sims W.,1882,,30,,Male,,Crew,Engine,Left with Consent,,,Southampton,Southampton
497,Brailey William Theodore Ronald,1887,1912,24,24,Male,Engaged,Passenger,2nd Class,Musician,250654,E,Southampton,
498,Bricoux Roger Marie,1891,1912,20,20,Male,Single,Passenger,2nd Class,Musician,250654,E,Southampton,
499,Clarke John Frederick Preston,1883,1912,28,28,Male,Single,Passenger,2nd Class,Musician,250654,E,Southampton,
500,Hartley Wallace Henry,1878,1912,33,33,Male,Engaged,Passenger,2nd Class,Musician,250654,E,Southampton,
501,Hume John Law,1890,1912,21,21,Male,Single,Passenger,2nd Class,Musician,250654,E,Southampton,
502,Krins Georges Alexandre,1889,1912,23,23,Male,,Passenger,2nd Class,Musician,250654,E,Southampton,
503,Taylor Percy Cornelius,1872,1912,40,40,Male,Married,Passenger,2nd Class,Musician,250654,E,Southampton,
504,Woodward John Wesley,1879,1912,32,32,Male,Engaged,Passenger,2nd Class,Musician,250654,E,Southampton,
505,Gwinn William Logan,1875,1912,37,37,Male,Married,Crew,Victualling,Postal Clerk,,,Southampton,
506,March John Starr,1861,1912,50,50,Male,Widowed,Crew,Victualling,Postal Clerk,,,Southampton,
507,Smith John Richard Jago,1877,1912,35,35,Male,Engaged,Crew,Victualling,Postal Clerk,,,Southampton,
508,Williamson James Bertram,1876,1912,35,35,Male,Single,Crew,Victualling,Postal Clerk,,,Southampton,
509,Woody Oscar Scott,1871,1912,41,41,Male,Married,Crew,Victualling,Postal Clerk,,,Southampton,
510,Aldworth Augustus Henry,1877,1912,35,35,Male,Married,Passenger,2nd Class,Servant,248744,,Southampton,
511,Barber Ellen Mary,1885,1963,26,77,Female,Single,Passenger,1st Class,Servant,19877,,Southampton,New York City
512,Bassani Albina,1880,1960,31,80,Female,Widowed,Passenger,1st Class,Servant,11813,D15,Cherbourg,New York City
513,Bessette Nellie Mayo,1872,1944,39,71,Female,Single,Passenger,1st Class,Servant,17760,C99,Cherbourg,New York City
514,Bidois Rosalie,1865,1938,46,73,Female,Single,Passenger,1st Class,Servant,17757,,Cherbourg,New York City
515,Bird Ellen,1881,1949,31,68,Female,Single,Passenger,1st Class,Servant,17483,C97,Southampton,New York City
516,Bowen Grace Scott,1867,1945,45,78,Female,Single,Passenger,1st Class,Servant,17608,,Cherbourg,New York City
517,Brown Amelia Mary,1893,1976,18,82,Female,Single,Passenger,2nd Class,Servant,248733,F33,Southampton,New York City
518,Burns Elizabeth Margaret,1870,1921,41,50,Female,Single,Passenger,1st Class,Servant,16966,E40,Cherbourg,New York City
519,Cairns Alexander Milne,1883,1912,28,28,Male,Single,Passenger,1st Class,Servant,113798,B-86,Southampton,
520,Chaudanson Victorine,1875,1962,36,86,Female,Single,Passenger,1st Class,Servant,17608,B61,Cherbourg,New York City
521,Cleaver Alice Catherine,1889,1984,22,95,Female,Single,Passenger,1st Class,Servant,113781,,Southampton,New York City
522,Daniels Sarah Rebecca,1875,,36,,Female,Single,Passenger,1st Class,Servant,113781,,Southampton,New York City
523,Endres Caroline Louise,1872,1964,39,91,Female,Single,Passenger,1st Class,Servant,17757,C45,Cherbourg,New York City
524,Farthing John,1863,1912,48,48,Male,Married,Passenger,1st Class,Servant,17483,C95,Southampton,
525,Fleming Margaret,1870,1941,42,71,Female,Single,Passenger,1st Class,Servant,17421,,Cherbourg,New York City
526,Francatelli Laura Mabel,1880,1967,31,87,Female,Single,Passenger,1st Class,Servant,17485,E36,Cherbourg,New York City
527,Fry Richard Thomas,1872,1912,39,39,Male,Married,Passenger,1st Class,Servant,112058,B102,Southampton,
528,Gieger Amalie Henriette,1876,1933,35,57,Female,Single,Passenger,1st Class,Servant,113503,C130 ?,Southampton,New York City
529,Giglio Victor Gaitan Andrea,1888,1912,23,23,Male,Single,Passenger,1st Class,Servant,17593,B86,Cherbourg,
530,Harrington Henry Charles,1875,1912,37,37,Male,,Passenger,1st Class,Servant,113796,,Southampton,
531,Harrison William Henry,1866,1912,45,45,Male,Married,Passenger,1st Class,Servant,112059,B94,Southampton,
532,Hassab Hammad,1885,1965,27,80,Male,Married,Passenger,1st Class,Servant,17572,D49,Cherbourg,New York City
533,Icard Rose AmÈlie,1872,1964,39,91,Female,Single,Passenger,1st Class,Servant,113572,B28 ?,Southampton,New York City
534,Keeping Edwin Herbert,1878,1912,33,33,Male,Married,Passenger,1st Class,Servant,113503,C132 ?,Southampton,
535,Kreuchen Emilie,1882,1971,29,88,Female,Single,Passenger,1st Class,Servant,24160,,Southampton,New York City
536,Leroy Berthe,1884,1972,27,87,Female,Single,Passenger,1st Class,Servant,17761,,Cherbourg,New York City
537,Lesueur Louis Gustave Joseph,1876,1939,35,62,Male,Single,Passenger,1st Class,Servant,17755,B101,Cherbourg,New York City
538,Lurette EugÈnie Elise,1852,1940,59,87,Female,Single,Passenger,1st Class,Servant,17569,B80,Cherbourg,New York City
539,Maioni Roberta Elizabeth Mary,1891,1963,20,71,Female,,Passenger,1st Class,Servant,110152,B79,Southampton,New York City
540,Oliva y Ocana Fermina,1872,1969,39,96,Female,Single,Passenger,1st Class,Servant,17758,C105,Cherbourg,New York City
541,Payne Vivian Ponsonby,1888,1912,23,23,Male,,Passenger,1st Class,Servant,12749,B24,Southampton,
542,Pernot RenÈ,1872,1912,39,39,Male,Married,Passenger,2nd Class,Servant,2131,,Cherbourg,
543,Perreault Mary Anne,1878,1968,33,90,Female,,Passenger,1st Class,Servant,12749,B-24,Southampton,New York City
544,Righini Sante,1883,1912,28,28,Male,Single,Passenger,1st Class,Servant,17760,,Cherbourg,
545,Robins Victor,1867,1912,45,45,Male,Married,Passenger,1st Class,Servant,17757,,Cherbourg,
546,Serrepla‡ Augusta Jeanne,1881,1928,30,47,Female,,Passenger,1st Class,Servant,113798,,Southampton,New York City
547,Shutes Elizabeth Weed,1871,1949,40,78,Female,Single,Passenger,1st Class,Servant,17582,C125,Southampton,New York City
548,Swane George,1892,1912,19,19,Male,Single,Passenger,2nd Class,Servant,248734,F?,Southampton,
549,S‰gesser Emma,1887,1964,24,76,Female,,Passenger,1st Class,Servant,17477,B35 ?,Cherbourg,New York City
550,Ward Annie Moore,1874,1955,37,81,Female,Single,Passenger,1st Class,Servant,17755,,Cherbourg,New York City
551,Wheeler Edwin Charles,1886,1912,26,26,Male,,Passenger,2nd Class,Servant,2159,,Southampton,
552,Wilson Helen Alice,1879,1939,33,60,Female,Single,Passenger,1st Class,Servant,16966,E39 or 41,Cherbourg,New York City
553,Black D.,1871,1912,41,41,Male,Single,Crew,Engine,Substitute Crew,,,Southampton,
554,Brown Joseph,1882,1912,30,30,Male,Married,Crew,Engine,Substitute Crew,,,Southampton,
555,Cotton Alfred,1876,1912,35,35,Male,Married,Crew,Engine,Substitute Crew,,,Southampton,
556,Dickson William,1875,1912,37,37,Male,Married,Crew,Engine,Substitute Crew,,,Southampton,
557,Dodds Henry Watson,1885,1912,26,26,Male,Engaged,Crew,Engine,Substitute Crew,,,Southampton,
558,Geer Alfred Emest,1886,1912,26,26,Male,Married,Crew,Engine,Substitute Crew,,,Southampton,
559,Gordon John,1882,1912,30,30,Male,Married,Crew,Engine,Substitute Crew,,,Southampton,
560,Hosgood Richard William,1889,1912,22,22,Male,Married,Crew,Engine,Substitute Crew,,,Southampton,
561,Kinsella Louis,1881,1912,30,30,Male,Married,Crew,Engine,Substitute Crew,,,Southampton,
562,Lloyd William,1883,1912,29,29,Male,Single,Crew,Engine,Substitute Crew,,,Southampton,
563,Locke Albert George,1879,1912,33,33,Male,,Crew,Victualling,Substitute Crew,,,Southampton,
564,O'Connor John,1882,1933,29,51,Male,Single,Crew,Engine,Substitute Crew,,,Southampton,New York City
565,Steel Robert Edward,1882,1912,30,30,Male,Single,Crew,Engine,Substitute Crew,,,Southampton,
566,Windebank Alfred Edgar,1873,1961,38,87,Male,Single,Crew,Victualling,Substitute Crew,,,Southampton,New York City
567,Witt Henry Dennis,1874,1912,37,37,Male,Single,Crew,Engine,Substitute Crew,,,Southampton,
568,Boxhall Joseph Groves,1884,1967,28,83,Male,Married,Crew,Deck,Titanic Officers,,,Belfast,New York City
569,Haddock Herbert James,1861,1946,51,85,Male,Married,Crew,Deck,Titanic Officers,,,Belfast,Belfast
570,Lightoller Charles Herbert,1874,1952,38,78,Male,Married,Crew,Deck,Titanic Officers,,,Belfast,New York City
